id;text;sber;vtb;gazprom;alfabank;raiffeisen;rshb;company
19585;ВТБ размещает однодневные облигации на 150 млрд рублей с доходностью 7,63% годовых;NULL;0;NULL;NULL;NULL;NULL;NULL
7713;Инструкция для заказчика на сбербанке-аст;0;NULL;NULL;NULL;NULL;NULL;NULL
10839;справка о закрытии кредита сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
6581;банк райффайзен взять потребительский кредит;NULL;NULL;NULL;NULL;0;NULL;NULL
10937;втб 24 автокредит отзывы;NULL;0;NULL;NULL;NULL;NULL;NULL
37;Кредит на покупку жилья в великом новгороде сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
808;СБУ заявила об аресте активов «Роснефти» и «Газпрома» на Украине;NULL;NULL;NULL;NULL;NULL;NULL;-1
14760;RT @BosayaKrysa: список аккредитованных оценщиков сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
146;НОВАТЭК: продажи СПГ на терминалах в Мурманске и на Камчатке помогут прекратить;NULL;NULL;NULL;NULL;NULL;NULL;0
18322;ЛУКОЙЛ победил в аукционе на Минлиновский участок УВС в Башкирии, превысив старт;NULL;NULL;NULL;NULL;NULL;NULL;1
863;@alfa_bank Позвонил к вам на горячую линию. Давно я такого тона не слышал в коммерческих организациях. Пожалуй даже отзыв напишу про хамство;NULL;NULL;NULL;-1;NULL;NULL;NULL
2617;Вчера в Новой Малыкле состоялось открытие дополнительного офиса ОАО «Сбербанк России» после капитального ремонта.;1;NULL;NULL;NULL;NULL;NULL;NULL
2710;сбербанк тюмень потребительский кредит калькулятор;0;NULL;NULL;NULL;NULL;NULL;NULL
1260;ВТБ в рамках допэмиссии разместит акции по 0,017085 руб., всего привлечет в капи;NULL;0;NULL;NULL;NULL;NULL;NULL
6450;В понедельник на ФБ ММВБ начнутся торги облигациями Ипотечного агента Райффайзен 01 класса А;NULL;NULL;NULL;NULL;0;NULL;NULL
19168;Продажа доли в проекте на шельфе в Гане может высвободить «ЛУКОЙЛу» немного средств, что улучшит перспективы дивидендов за 2023;NULL;NULL;NULL;NULL;NULL;NULL;0
7317;как открыть кредитную карту сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
12311;Погоняли меня сегодня сбербанк и почта россии (((;-1;NULL;NULL;NULL;NULL;NULL;NULL
10269;Вкладчики Мастер-Банка получат компенсацию в банках-агентах в алфавитном порядке. Фамилия от "А" до "Л" - #Сбербанк, остальные в #ВТБ24;0;0;NULL;NULL;NULL;NULL;NULL
3991;Чистая прибыль ВТБ по МСФО в I полугодии составила 289 млрд руб., прогноз на год;NULL;0;NULL;NULL;NULL;NULL;NULL
206;ВТБ прекратил прием платежей за визу США: ВТБ 24 прекратил прием консульских сборов за оплату виз США, сообщае...;NULL;-1;NULL;NULL;NULL;NULL;NULL
3414;В .@sberbank можно добавить свои логин-пароль к интернет-банку,но не блокировать дефолтные. Т.е. безопасность можно ослабить, но не усилить?;-1;NULL;NULL;NULL;NULL;NULL;NULL
15648;альфа банк быстрый кредит;NULL;NULL;NULL;0;NULL;NULL;NULL
5883;RT @aquteru: Первая кредитная карта Сбербанка СССР, 1990 год. 23 года всего прошло :-);0;NULL;NULL;NULL;NULL;NULL;NULL
11215;вид кредитования сбербанк россии;0;NULL;NULL;NULL;NULL;NULL;NULL
19950;РОССЕТИ ВОЛГА В 2022Г ПОЛУЧИЛА 471,5 МЛН РУБ ЧИСТОГО УБЫТКА ПО МСФО ПРОТИВ ПРИ;NULL;NULL;NULL;NULL;NULL;NULL;-1
1677;автокредит альфабанка;NULL;NULL;NULL;0;NULL;NULL;NULL
17058;кредиты в газпромбанке отзывы;NULL;NULL;0;NULL;NULL;NULL;NULL
10328;ставки по кредитам в сбербанке;0;NULL;NULL;NULL;NULL;NULL;NULL
4224;Британия ввела блокирующие санкции против МКБ и Сбера;-1;NULL;NULL;NULL;NULL;NULL;NULL
10214;RT @zivajidihiv: альфа банк ростов на дону потребительский кредит калькулятор;NULL;NULL;NULL;0;NULL;NULL;NULL
17016;кредит в сбербанке подать заявку;0;NULL;NULL;NULL;NULL;NULL;NULL
1847;россельхозбанк автокредит онлайн заявка;NULL;NULL;NULL;NULL;NULL;0;NULL
5042;ВТБ размещает однодневные облигации на 100 млрд рублей с доходностью 6,94% годовых;NULL;0;NULL;NULL;NULL;NULL;NULL
7066;сбербанк грозный кредиты;0;NULL;NULL;NULL;NULL;NULL;NULL
12644;президент, председатель правления сбербанка выступил на семинаре;0;NULL;NULL;NULL;NULL;NULL;NULL
12189;Россельхозбанк проведет в Южно-Сахалинске семинар для предпринимателей;NULL;NULL;NULL;NULL;NULL;0;NULL
4672;RT @vuvyfydumed: ВТБ 24 перестал принимать консульский сбор за визу США;NULL;-1;NULL;NULL;NULL;NULL;NULL
16897;ипотечный кредит газпромбанка;NULL;NULL;0;NULL;NULL;NULL;NULL
19179;Кредит втб 24 ярославль;NULL;0;NULL;NULL;NULL;NULL;NULL
8531;кредитная карта gold сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
9354;@sberbank Сбербанк Онлайн на работает. браузер виснет при входе;-1;NULL;NULL;NULL;NULL;NULL;NULL
1942;Сбербанк России признан лауреатом премии «Навстречу будущему!» в номинации «Компания года»;1;NULL;NULL;NULL;NULL;NULL;NULL
9108;Банк УРАЛСИБ завершил перевод первого пула банков-партнеров;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13646;#дешево альфа банк донецк кредит;NULL;NULL;NULL;0;NULL;NULL;NULL
3461;хотел отправить деньги на карту сбербанка. но понял, что проще выслать ЯДом.;-1;NULL;NULL;NULL;NULL;NULL;NULL
3915;Состоятельные клиенты разместили в депозитах Сбербанка более 780 млрд рублей;0;NULL;NULL;NULL;NULL;NULL;NULL
2516;"Группа ""Аэрофлот"" в 2022г сократила пассажиропоток на 11%, до 40,7 млн человек";NULL;NULL;NULL;NULL;NULL;NULL;-1
4572;УК «Райффайзен Капитал»: В среду российский фондовый рынок продолжил падение;NULL;NULL;NULL;NULL;0;NULL;NULL
16609;Байкальский Сбербанк объявил об изменении режима ...: Байкальский банк Сбербанка РФ установил…;0;NULL;NULL;NULL;NULL;NULL;NULL
5290;Какможно брать кредит в альфа банке;NULL;NULL;NULL;0;NULL;NULL;NULL
7955;"Суд удовлетворил иск Газпромбанка о взыскании с ""Мечела"" $244 млн";NULL;NULL;1;NULL;NULL;NULL;NULL
15795;Приобретение доли в «Сахалине-2» выглядит весьма удачной сделкой для «НОВАТЭКа»;NULL;NULL;NULL;NULL;NULL;NULL;0
7154;#Банк #Москвы, #ВТБ и #Россельхозбанк включены в новый санкционный список   #TFW;NULL;-1;NULL;NULL;NULL;-1;NULL
12863;RT @fomenkokarina: сбербанк оценка;0;NULL;NULL;NULL;NULL;NULL;NULL
15403;отказаться от кредитной карты сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
2272;«Коммерсантъ» узнал о закрытии части магазинов ретейлеров Apple в России;NULL;NULL;NULL;NULL;NULL;NULL;-1
6498;RT @imboyrakyd: Сбербанк cтал спонсором конгресса "Финансовая устойчивость: микро- и макроаспекты";0;NULL;NULL;NULL;NULL;NULL;NULL
336;«Россельхозбанк» предлагает своим клиентам индивидуальные сейфовые ячейки - Новая Сибирь;NULL;NULL;NULL;NULL;NULL;0;NULL
14453;Сбербанк прогнозирует снижение объемов ввода первичного жилья в РФ в 2023г на 10;1;NULL;NULL;NULL;NULL;NULL;NULL
2427;Reuters: Сбербанк не планирует привлечения нового акционерного капитала  #banki;0;NULL;NULL;NULL;NULL;NULL;NULL
9385;| Альфа банк омск кредиты;NULL;NULL;NULL;0;NULL;NULL;NULL
1674;RT @6lack_cat: @UkraineUA @LevMartin Альфа Банк и Сбербанк Роssии работают в Донецке как ни в чем не бывало. Пора закрывать эти лавочки наф…;-1;NULL;NULL;-1;NULL;NULL;NULL
18595;Взять кредит в россельхозбанке город можга;NULL;NULL;NULL;NULL;NULL;0;NULL
6889;втб 24 вологда кредиты;NULL;0;NULL;NULL;NULL;NULL;NULL
14442;ВТБ разместил 65,8% выпуска однодневных бондов серии КС-4-379 на 65,8 млрд рубле;NULL;0;NULL;NULL;NULL;NULL;NULL
2040;Потребительский кредит в Сбербанке с поручительством, если зп поручителя меньше чем у того на кого оформляется кредит;0;NULL;NULL;NULL;NULL;NULL;NULL
2958;кредит работающим пенсионерам в банке втб 24 спб;NULL;0;NULL;NULL;NULL;NULL;NULL
16181;ВТБ разместил 79,6% выпуска однодневных бондов серии КС-4-541 на 119,4 млрд рубл;NULL;0;NULL;NULL;NULL;NULL;NULL
18311;заплатить кредит через сбербанк онлайн;0;NULL;NULL;NULL;NULL;NULL;NULL
8926;Взять кредит наличными уралсиб банк;NULL;NULL;NULL;NULL;NULL;NULL;NULL
15203;| Альфа банк досрочное погашение кредита;NULL;NULL;NULL;0;NULL;NULL;NULL
16333;Поволжский Сбербанк проведет семинар по брокерскому обслуживанию - АиФ Самара  #vk;0;NULL;NULL;NULL;NULL;NULL;NULL
12152;сбербанк россии проценты по кредитам;0;NULL;NULL;NULL;NULL;NULL;NULL
188;RT @dmitry_gordon: Под новые санкции #ЕС попали "Сбербанк", ВТБ, "Газпромбанк", "Внешэкономбанк" и "Россельхозбанк";-1;-1;-1;NULL;NULL;-1;NULL
12283;Выплата дивидендов ВТБ в 2023 году маловероятна, банк сосредоточен на пополнении капитала после убытков;NULL;-1;NULL;NULL;NULL;NULL;NULL
350;#N Сбербанк открыл в Пскове 31 офис нового формата;1;NULL;NULL;NULL;NULL;NULL;NULL
9797;В «Газпроме» заявили, что Siemens устранил четверть поломок на двигателях;NULL;NULL;NULL;NULL;NULL;NULL;1
3984;Вопреки европейским санкциям пользуюсь услугами сбербанка)) (@ Сбербанк России Дополнительный офис - @sberbank);1;NULL;NULL;NULL;NULL;NULL;NULL
10087;@sberbank подскажите, пожалуйста, сколько максимум денег можно снять в банкомате СБ с фамильной карточки Visa (за 1 раз, за 1 сутки) ?;0;NULL;NULL;NULL;NULL;NULL;NULL
14274;Северсталь ожидает падения спроса на сталь в РФ в 2023г на 1%;NULL;NULL;NULL;NULL;NULL;NULL;-1
12574;Wiener Boerse приняла решение оставить ВТБ и Сбербанк в своих индексах;1;0;NULL;NULL;NULL;NULL;NULL
3591;Отделения на карте Сбербанк Санкт Петербург схемы проезда;0;NULL;NULL;NULL;NULL;NULL;NULL
7882;RT @PskSrnk: Сбербанк возобновляет прием пятитысячных купюр: Московский банк Сбербанка возобновил прием купюр достоинством в 5 тысяч рублей…;1;NULL;NULL;NULL;NULL;NULL;NULL
8893;США предупредили Армению о рисках сделок с Роснефтью, Газпромбанком и ВТБ Посольство США в Армении проинформировало армянское;NULL;-1;-1;NULL;NULL;NULL;NULL
16261;Россети Волга привлечет 2 млрд руб. в ГПБ и 1,5 млрд руб. в Сбербанке;0;NULL;0;NULL;NULL;NULL;NULL
1957;Взять кредит втб 24 вологда;NULL;0;NULL;NULL;NULL;NULL;NULL
4368;RT @ybobscufi23: Информация Банка России "О деятельности Газпромбанка и Внешэкономбанка";NULL;NULL;0;NULL;NULL;NULL;NULL
2956;сбербанк брянск кредиты;0;NULL;NULL;NULL;NULL;NULL;NULL
1495;Россельхозбанк оформить кредит анжеро судженск;NULL;NULL;NULL;NULL;NULL;0;NULL
10714;Россельхозбанк в дагестане авто кредит;NULL;NULL;NULL;NULL;NULL;0;NULL
7714;возврат страховки по кредиту сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
4179;завести карту втб 24: Полная информация о том, как узнать счет карты ВТБ 24 и перевести деньги на карту другог...;NULL;0;NULL;NULL;NULL;NULL;NULL
6494;Льготное автокредитование 2014 сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
16828;сбербанк онлайн вход в личный кабинет9443;0;NULL;NULL;NULL;NULL;NULL;NULL
5295;Втб 24 как взять кредит кредит;NULL;0;NULL;NULL;NULL;NULL;NULL
15363;Альфа банк взять второй кредит по зарплатной карте;NULL;NULL;NULL;1;NULL;NULL;NULL
972;Автокредит сбербанк россии выгодные условия;0;NULL;NULL;NULL;NULL;NULL;NULL
2197;RT @xerakowecoj: втб 24 кредит наличными калькулятор яндекс;NULL;0;NULL;NULL;NULL;NULL;NULL
10307;Добыча углеводородов группы “ЛУКОЙЛ” в 2022 году составила 2,3 млн барр. н.э. в сутки;NULL;NULL;NULL;NULL;NULL;NULL;0
5999;Пакет документов в сбербанк на кредит;0;NULL;NULL;NULL;NULL;NULL;NULL
7058;Отказ в регистрации мобильного приложения Сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
6584;@alfa_bank я же писал это не единожды за последнюю неделю. Если это похоже то почему не отправить смс о списании такой комиссии;NULL;NULL;NULL;-1;NULL;NULL;NULL
5974;кредит сбербанка через терминал;0;NULL;NULL;NULL;NULL;NULL;NULL
15039;Сбербанк россии как получить кредит на развитие;0;NULL;NULL;NULL;NULL;NULL;NULL
7663;офисе низких райффайзен;NULL;NULL;NULL;NULL;0;NULL;NULL
16879;RT @itass: Райффайзенбанк сменит приоритет работы в России в сторону розничного сектора;NULL;NULL;NULL;NULL;0;NULL;NULL
9762;отчетный период кредитной карты сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
5038;#сбербанк удивляет. На свежей карте обнаружен левый номер, подключенный к мобильному банку. Вижу похожие истории в инете. Написали заявление;-1;NULL;NULL;NULL;NULL;NULL;NULL
4080;Райфайзенбанк в городе москае система кредитования;NULL;NULL;NULL;NULL;0;NULL;NULL
17603;Кредит на месяц альфа банк;NULL;NULL;NULL;0;NULL;NULL;NULL
5358;Газпромбанк полностью разместил допвыпуск бондов серии 001Р-26 на 1 млрд рублей;NULL;NULL;0;NULL;NULL;NULL;NULL
5821;| Втб 24 потребительский #кредит процентная ставка 2013 калькулятор;NULL;0;NULL;NULL;NULL;NULL;NULL
6255;Райффайзен взять кредит банк;NULL;NULL;NULL;NULL;0;NULL;NULL
17068;Отчет по производственной практике по сбербанку валютный отдел: отчет по производственной практике по сбербанк...;0;NULL;NULL;NULL;NULL;NULL;NULL
18928;Кредит наличными пенсионерам сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
11394;"ВТБ вышел из капитала ""Деметра-холдинга"", реализовав свою долю с ""приличной марж";NULL;1;NULL;NULL;NULL;NULL;NULL
12346;кредиты физическим лицам альфа банк;NULL;NULL;NULL;0;NULL;NULL;NULL
14984;онлайн заявка на кредит наличными в втб 24 банке;NULL;0;NULL;NULL;NULL;NULL;NULL
16149;Сбербанк Лизинг подготовил эксклюзивные предложения для малого бизнеса: Об особенностях современного лизинга, о возможностях поддержк...;0;NULL;NULL;NULL;NULL;NULL;NULL
15206;"Аналитики ""Финама"" рекомендуют ""Покупать"" акции Capital One";NULL;NULL;NULL;NULL;NULL;NULL;1
19558;| Автокредиты втб 24 без первоначального взноса;NULL;0;NULL;NULL;NULL;NULL;NULL
12641;Ебучий сбербанк!!! СЖЕЧЬ НАХЕР!!!;-1;NULL;NULL;NULL;NULL;NULL;NULL
1226;Компания Hershey предупредила о дефиците шоколада и конфет на Хэллоуин;NULL;NULL;NULL;NULL;NULL;NULL;-1
1283;Путин считает устойчивую работу «Сбера» хорошим сигналом для российской экономики;1;NULL;NULL;NULL;NULL;NULL;NULL
11621;RT @koqibumumove: Сбербанк в Марий Эл профинансирует строительство автомагистрали в центре Йошкар-Олы;0;NULL;NULL;NULL;NULL;NULL;NULL
7696;Образцы заявления анкеты на получение кредита сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
8736;«Аэрофлот» с 6 мая возобновит полеты в Турцию;NULL;NULL;NULL;NULL;NULL;NULL;1
17398;рассчитать кредит в россельхозбанке;NULL;NULL;NULL;NULL;NULL;0;NULL
16236;"Общая выручка, скорректированная на приобретение """"Дикси"""", выросла на 19,7%.";NULL;NULL;NULL;NULL;NULL;NULL;NULL
7878;RT @ChevronWay: #интернет деньги сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
15465;Россельхозбанк и Газпромбанк, попавшие под западные санкции, попросили у государства о финансовой поддержке. Об этом сообщают «Ведомости»...;NULL;NULL;-1;NULL;NULL;-1;NULL
4126;Втб 24 экспресс кредит онлайн: втб 24 экспресс кредит онлайн;NULL;0;NULL;NULL;NULL;NULL;NULL
8877;кредит под залог комнаты сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
13818;ВТБ разместил 22% выпуска однодневных бондов серии КС-4-433 на 22 млрд рублей;NULL;0;NULL;NULL;NULL;NULL;NULL
7910;Обналичить деньги с кредитной карты альфа банка;NULL;NULL;NULL;0;NULL;NULL;NULL
3239;ВТБ разместил 79,5% выпуска однодневных бондов серии КС-4-538 на 119,3 млрд рубл;NULL;0;NULL;NULL;NULL;NULL;NULL
13239;RT @AlfabankBY: Альфа-Банк (Беларусь) перешел на выпуск карточек Visa Classic/Gold/Platinum только с микрочипом;NULL;NULL;NULL;0;NULL;NULL;NULL
11325;Минобороны РФ: ПВО сбила украинский дрон над Белгородской областью;NULL;NULL;NULL;NULL;NULL;NULL;NULL
14334;Bell сообщил о переговорах VK и «Сбера» о продаже Delivery Club «Яндексу»;1;NULL;NULL;NULL;NULL;NULL;NULL
4835;Сбербанк приступил к выпуску банковских карт ПРО100 Сбербанк приступил к выпуску банковски;0;NULL;NULL;NULL;NULL;NULL;NULL
2815;RT @picryac: ВТБ 24 прекратил прием консульских сборов за оформление виз США;NULL;-1;NULL;NULL;NULL;NULL;NULL
4295;RT @mykyvybogyme: как оформить кредит в россельхозбанке рассчитать;NULL;NULL;NULL;NULL;NULL;0;NULL
17273;Хоум кредит можно погасить через сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
1126;Райффайзенбанк екатеринбург;NULL;NULL;NULL;NULL;0;NULL;NULL
14737;RT @sd0107: В 87 г. бабуля открыла на меня счёт на 1000 руб. В 2014 году я счастливый обладатель 3089.26 руб. Спасибо, @sberbank;-1;NULL;NULL;NULL;NULL;NULL;NULL
17895;Мне понравилось видео "НОВАЯ РЕКЛАМА СБЕРБАНКА" ( на @YouTube.;1;NULL;NULL;NULL;NULL;NULL;NULL
11756;Снижение лизинговых платежей положительно отразится на «Аэрофлоте»;NULL;NULL;NULL;NULL;NULL;NULL;0
6256;@TaushkanovD  А какой банк? В Сбербанке не принимали такие переводы;0;NULL;NULL;NULL;NULL;NULL;NULL
18152;Кредитные карты втб 24 в спб;NULL;0;NULL;NULL;NULL;NULL;NULL
17831;Total объявила о выходе из совместного с НОВАТЭКом проекта «Арктик СПГ 2»;NULL;NULL;NULL;NULL;NULL;NULL;-1
12175;Допэмиссия может способствовать улучшению показателей достаточности капитала ВТБ и стабилизации его положения на рынке;NULL;0;NULL;NULL;NULL;NULL;NULL
11803;Санкции ЕС и США никак не повлияют на работу банка, - Россельхозбанк;NULL;NULL;NULL;NULL;NULL;1;NULL
17737;Кредитные карты альфа банка в москве;NULL;NULL;NULL;0;NULL;NULL;NULL
1355;активация кредитной карты альфа банка;NULL;NULL;NULL;0;NULL;NULL;NULL
13189;Как взять кредит в россельхозбанке во владикавказе;NULL;NULL;NULL;NULL;NULL;0;NULL
13775;Россельхозбанк проводит месяц продаж ипотечных кредитов;NULL;NULL;NULL;NULL;NULL;1;NULL
18241;До скольки лет дают кредит в россельхозбанке;NULL;NULL;NULL;NULL;NULL;0;NULL
4886;взять кредит в банке сбербанк ярославль;0;NULL;NULL;NULL;NULL;NULL;NULL
10607;"Запасы нефти на Каспии помогут ""ЛУКОЙЛу"" расширить плато добычи на существующей инфраструктуре";NULL;NULL;NULL;NULL;NULL;NULL;0
2109;СМИ: Сбербанк может попасть под санкции ЕС третьего уровня Российский Сбербанк может попасть под санкции ЕС третьего уровня. Как;-1;NULL;NULL;NULL;NULL;NULL;NULL
15906;пополнение сбербанковской карты киви;0;NULL;NULL;NULL;NULL;NULL;NULL
12691;анкеты для оформления кредита в россельхозбанке;NULL;NULL;NULL;NULL;NULL;0;NULL
251;Сбербанк вслед за решением ЦБ РФ с 24 июля повысит ставки по вкладам;1;NULL;NULL;NULL;NULL;NULL;NULL
9612;Банк втб оставить заявку;NULL;0;NULL;NULL;NULL;NULL;NULL
4752;Сегодня меня очень "порадовал" @alfa_bank 50 минут на то, что бы оформить заявление на перевыпуск карты - это победа.;NULL;NULL;NULL;-1;NULL;NULL;NULL
668;#ru_ff СберБанк на комиссии до 10 % заработает на этом деле, если нет рублевой карты.;0;NULL;NULL;NULL;NULL;NULL;NULL
4414;Делом о найденных на свалке документах Сбербанка занялась полиция Ижевска;-1;NULL;NULL;NULL;NULL;NULL;NULL
2101;сбербанк потребительский кредит от 14.5;0;NULL;NULL;NULL;NULL;NULL;NULL
6794;WSJ: в список санкций ЕС будут включены Сбербанк и ВТБ;-1;-1;NULL;NULL;NULL;NULL;NULL
11032;корпоративный кредит втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
9737;Дивидендные ожидания помогут «Сберу» быстро закрыть дивидендный гэп;1;NULL;NULL;NULL;NULL;NULL;NULL
10180;Оформить заявку на кредит в банк уралсиб;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11343;альфа банк контакты;NULL;NULL;NULL;0;NULL;NULL;NULL
11353;кредит банке втб 24 ростов на дону;NULL;0;NULL;NULL;NULL;NULL;NULL
14691;Под санкции ЕС официально попали Сбербанк, ВТБ, Газпромбанк, ВЭБ и Россельхозбанк;-1;-1;-1;NULL;NULL;-1;NULL
15066;RT @JohnFarnsvort: Сбербанк планирует наращивать долю комиссионных доходов;0;NULL;NULL;NULL;NULL;NULL;NULL
5456;Канада ввела санкции против Газпромбанка, ВЭБа, Новатэка и российских оборонных компаний;NULL;NULL;-1;NULL;NULL;NULL;NULL
8967;Втб 24 как взять кредит в тульской обл;NULL;0;NULL;NULL;NULL;NULL;NULL
19703;Внутридневной взгляд - Сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
19042;кредит на карту в сбербанке;0;NULL;NULL;NULL;NULL;NULL;NULL
16604;Как взять кредит в россельхозбанк в котельниково;NULL;NULL;NULL;NULL;NULL;0;NULL
6412;Кредит на 10 лет сбербанк: кредит на 10 лет сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
18909;выпускниками данной школы стали уже 82 человека, 51 из которых были трудоустроены в ооо «сбербанк»;0;NULL;NULL;NULL;NULL;NULL;NULL
1042;В ответ на новые санкции ЕС расширен список представителей евроинститутов и стра;NULL;NULL;NULL;NULL;NULL;NULL;NULL
14169;ВТБ размещает однодневные облигации на 150 млрд рублей с доходностью 11,79% годовых;NULL;0;NULL;NULL;NULL;NULL;NULL
18365;Автокредит от альфа банка;NULL;NULL;NULL;0;NULL;NULL;NULL
6759;ВТБ размещает однодневные облигации на 150 млрд рублей с доходностью 8,5% годовых;NULL;0;NULL;NULL;NULL;NULL;NULL
2300;#новости Офис «Сбербанка» сгорел ночью в Южном округе Хабаровска  #Хабаровск #rigma;-1;NULL;NULL;NULL;NULL;NULL;NULL
5069;банк втб 24 кредит пенсионерам;NULL;0;NULL;NULL;NULL;NULL;NULL
2764;RT @alex4gru: Однушка на пятом этаже этой пятиэтажки в Зюзино стоит 5,3 млн. С ипотекой Сбербанка на 15 лет в сумме выйдет 12 млн;0;NULL;NULL;NULL;NULL;NULL;NULL
14986;втб 24 белгород кредит;NULL;0;NULL;NULL;NULL;NULL;NULL
15488;сбербанк что нужно для кредита;0;NULL;NULL;NULL;NULL;NULL;NULL
16329;В Башкирии инкассатор "Сбербанка" смертельно ранен в голову /;-1;NULL;NULL;NULL;NULL;NULL;NULL
1516;Россети Центр и Приволжье в I квартале увеличили чистую прибыль по РСБУ на 16%;NULL;NULL;NULL;NULL;NULL;NULL;1
10249;Новый санкционный пакет ЕС нацелен в основном против российских ОПК и армии, про;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1237;@alfa_bank вот это поворот: с одного холда получить два списания(( под НГ геморроя подкинули;NULL;NULL;NULL;-1;NULL;NULL;NULL
238;Апелляция подтвердила взыскание с Deutsche Bank в пользу Сбербанка РФ 7 млн евро;1;NULL;NULL;NULL;NULL;NULL;NULL
1483;Адреса банков для кредитов сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
18011;RT @muradik57: @Dadilov84 @sberbank  НАПИШИ на пустой стене слово @sberbank  РОССИИ-как тут же около надписи образуется длинная очередь из …;-1;NULL;NULL;NULL;NULL;NULL;NULL
19582;@PresnetsovaKate @max_katz  Заголовок --  московская гопница отжала у прохожего деньги  для Каца. Сбербанк содействовал :);-1;NULL;NULL;NULL;NULL;NULL;NULL
11229;Райффайзенбанк: Нетрадиционные меры поддержки денежного рынка;NULL;NULL;NULL;NULL;0;NULL;NULL
1597;Сбербанк зафиксировал предварительный объем размещения облигаций в размере 56 мл;1;NULL;NULL;NULL;NULL;NULL;NULL
19634;Такое чувство ,что бабушки живут в Сбербанке. Очередь из одних бабушек за пенсией.;-1;NULL;NULL;NULL;NULL;NULL;NULL
7633;"Газпромбанк 23 ноября проведет сбор заявок на ""зеленые"" бонды объемом до 30 млрд";NULL;NULL;0;NULL;NULL;NULL;NULL
1084;погашение кредита через банкомат сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
10613;В проекте бюджета на 2014 год будет заложено 6 миллиардов гривен для возвращения сбережений граждан в Сбербанке СССР. Соответствующее...;0;NULL;NULL;NULL;NULL;NULL;NULL
5726;Мошенники совсем обленились - уже даже не пытаются подделать сервисное сообщение от Сбербанка, что "ваша карта заблокирована");0;NULL;NULL;NULL;NULL;NULL;NULL
3207;Байден заявил о планах США предпринять действия для снижения доходов РФ от энергоресурсов;NULL;NULL;NULL;NULL;NULL;NULL;NULL
5646;«НОВАТЭК» увеличил продажи СПГ за рубежом на 60% в 1 квартале 2023 года;NULL;NULL;NULL;NULL;NULL;NULL;1
4105;RT @realty_agency: Сегодня у нас обзор Альфабанка и его ипотечных программ;NULL;NULL;NULL;0;NULL;NULL;NULL
493;Среднерусский банк Сбербанка России представил программу финансирования&amp,#8230,;0;NULL;NULL;NULL;NULL;NULL;NULL
1302;кредит в втб 24 рассчитать;NULL;0;NULL;NULL;NULL;NULL;NULL
3066;RT @Dobrokhotov: Сбербанк и ВТБ под санкциями - это конец российской финансовой системе;-1;-1;NULL;NULL;NULL;NULL;NULL
19145;RT @vepexadinumu: анкета на потребительский кредит без поручителя в втб 24 москва;NULL;0;NULL;NULL;NULL;NULL;NULL
15581;россельхозбанк курган кредит;NULL;NULL;NULL;NULL;NULL;0;NULL
8657;Банк втб 24 в туле взять кредит 50000;NULL;0;NULL;NULL;NULL;NULL;NULL
9359;кредитная политика россельхозбанка;NULL;NULL;NULL;NULL;NULL;0;NULL
14424;Рынок акций РФ днем обновил максимумы за полгода, лидирует ВТБ (1/3);NULL;0;NULL;NULL;NULL;NULL;NULL
18648;сбербанк официальный сайт biprint;0;NULL;NULL;NULL;NULL;NULL;NULL
10759;#добавить_новость Банк УРАЛСИБ завершил перевод первого пула банков-партнеров Мастер-Б...  #новосибирск;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19055;Сбербанк, ВТБ, Газпромбанк, ВЭБ, Россельхозбанк попали под санкции ЕС: Евросоюз принял решение ввести секторальные…;-1;-1;-1;NULL;NULL;-1;NULL
19253;S&amp,P подтвердило рейтинг Газпромбанка на уровне "BBB-" c негативным прогнозом;NULL;NULL;-1;NULL;NULL;NULL;NULL
10674;RT @tombreadley: Сбербанк начал выпускать карты "УЭК ПРО100", на основе которых потом замутят нац.платежную систему. Логотип заебись.;0;NULL;NULL;NULL;NULL;NULL;NULL
16252;Санкции ЕС не нарушили финансовую устойчивость Газпромбанка &amp,quot,Введенные Европейским союзом в отношении ряда российских;NULL;NULL;1;NULL;NULL;NULL;NULL
